datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dataset
2011-01-02 10:00:00,1.0,0.0,0.0,2.0,14.76,17.425,81.0,15.0013,7.0,46.0,53.0,1.0,1.0,2.0,10.0,train
2011-01-02 11:00:00,1.0,0.0,0.0,2.0,14.76,16.665,71.0,16.9979,16.0,54.0,70.0,1.0,1.0,2.0,11.0,train
2011-01-02 12:00:00,1.0,0.0,0.0,2.0,14.76,16.665,66.0,19.9995,20.0,73.0,93.0,1.0,1.0,2.0,12.0,train
2011-01-02 13:00:00,1.0,0.0,0.0,2.0,14.76,17.425,66.0,8.9981,11.0,64.0,75.0,1.0,1.0,2.0,13.0,train
2011-01-02 14:00:00,1.0,0.0,0.0,3.0,14.76,17.425,76.0,12.998,4.0,55.0,59.0,1.0,1.0,2.0,14.0,train
2011-01-02 15:00:00,1.0,0.0,0.0,3.0,13.94,16.665,81.0,11.0014,19.0,55.0,74.0,1.0,1.0,2.0,15.0,train
2011-01-02 16:00:00,1.0,0.0,0.0,3.0,13.94,16.665,71.0,11.0014,9.0,67.0,76.0,1.0,1.0,2.0,16.0,train
2011-01-02 17:00:00,1.0,0.0,0.0,1.0,13.94,16.665,57.0,12.998,7.0,58.0,65.0,1.0,1.0,2.0,17.0,train
2011-01-02 18:00:00,1.0,0.0,0.0,2.0,14.76,16.665,46.0,22.0028,10.0,43.0,53.0,1.0,1.0,2.0,18.0,train
2011-01-02 19:00:00,1.0,0.0,0.0,1.0,13.12,14.395,42.0,30.0026,1.0,29.0,30.0,1.0,1.0,2.0,19.0,train
2011-01-02 20:00:00,1.0,0.0,0.0,1.0,12.3,13.635,39.0,23.9994,5.0,17.0,22.0,1.0,1.0,2.0,20.0,train
2011-01-02 21:00:00,1.0,0.0,0.0,1.0,10.66,11.365,44.0,22.0028,11.0,20.0,31.0,1.0,1.0,2.0,21.0,train
2011-01-02 22:00:00,1.0,0.0,0.0,1.0,9.84,10.605,44.0,19.9995,0.0,9.0,9.0,1.0,1.0,2.0,22.0,train
2011-01-02 23:00:00,1.0,0.0,0.0,1.0,9.02,11.365,47.0,11.0014,0.0,8.0,8.0,1.0,1.0,2.0,23.0,train
2011-01-03 00:00:00,1.0,0.0,1.0,1.0,9.02,9.85,44.0,23.9994,0.0,5.0,5.0,1.0,1.0,3.0,0.0,train
2011-01-03 01:00:00,1.0,0.0,1.0,1.0,8.2,8.335,44.0,27.9993,0.0,2.0,2.0,1.0,1.0,3.0,1.0,train
2011-01-03 04:00:00,1.0,0.0,1.0,1.0,6.56,6.82,47.0,26.0027,0.0,1.0,1.0,1.0,1.0,3.0,4.0,train
2011-01-03 05:00:00,1.0,0.0,1.0,1.0,6.56,6.82,47.0,19.0012,0.0,3.0,3.0,1.0,1.0,3.0,5.0,train
2011-01-03 06:00:00,1.0,0.0,1.0,1.0,5.74,5.305,50.0,26.0027,0.0,30.0,30.0,1.0,1.0,3.0,6.0,train
2011-01-03 07:00:00,1.0,0.0,1.0,1.0,5.74,6.82,50.0,12.998,1.0,63.0,64.0,1.0,1.0,3.0,7.0,train
2011-01-03 08:00:00,1.0,0.0,1.0,1.0,5.74,6.06,50.0,19.0012,1.0,153.0,154.0,1.0,1.0,3.0,8.0,train
2011-01-03 09:00:00,1.0,0.0,1.0,1.0,6.56,6.82,43.0,26.0027,7.0,81.0,88.0,1.0,1.0,3.0,9.0,train
2011-01-03 10:00:00,1.0,0.0,1.0,1.0,7.38,8.335,43.0,16.9979,11.0,33.0,44.0,1.0,1.0,3.0,10.0,train
2011-01-03 11:00:00,1.0,0.0,1.0,1.0,8.2,9.09,40.0,22.0028,10.0,41.0,51.0,1.0,1.0,3.0,11.0,train
2011-01-03 12:00:00,1.0,0.0,1.0,1.0,9.02,10.605,35.0,19.9995,13.0,48.0,61.0,1.0,1.0,3.0,12.0,train
2011-01-03 13:00:00,1.0,0.0,1.0,1.0,9.84,10.605,35.0,19.0012,8.0,53.0,61.0,1.0,1.0,3.0,13.0,train
2011-01-03 14:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,19.0012,11.0,66.0,77.0,1.0,1.0,3.0,14.0,train
2011-01-03 15:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,16.9979,14.0,58.0,72.0,1.0,1.0,3.0,15.0,train
2011-01-03 16:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,16.9979,9.0,67.0,76.0,1.0,1.0,3.0,16.0,train
2011-01-03 17:00:00,1.0,0.0,1.0,1.0,9.84,11.365,30.0,15.0013,11.0,146.0,157.0,1.0,1.0,3.0,17.0,train
2011-01-03 18:00:00,1.0,0.0,1.0,1.0,9.84,12.88,32.0,7.0015,9.0,148.0,157.0,1.0,1.0,3.0,18.0,train
2011-01-03 19:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,7.176229230711391,8.0,102.0,110.0,1.0,1.0,3.0,19.0,train
2011-01-03 20:00:00,1.0,0.0,1.0,1.0,8.2,11.365,47.0,7.0015,3.0,49.0,52.0,1.0,1.0,3.0,20.0,train
2011-01-03 21:00:00,1.0,0.0,1.0,1.0,7.38,9.85,64.0,8.9981,3.0,49.0,52.0,1.0,1.0,3.0,21.0,train
2011-01-03 22:00:00,1.0,0.0,1.0,1.0,5.74,7.575,69.0,8.9981,0.0,20.0,20.0,1.0,1.0,3.0,22.0,train
2011-01-03 23:00:00,1.0,0.0,1.0,1.0,7.38,10.605,55.0,7.0015,1.0,11.0,12.0,1.0,1.0,3.0,23.0,train
2011-01-04 00:00:00,1.0,0.0,1.0,1.0,6.56,9.09,55.0,7.0015,0.0,5.0,5.0,1.0,1.0,4.0,0.0,train
2011-01-04 01:00:00,1.0,0.0,1.0,1.0,6.56,9.09,59.0,7.0015,0.0,2.0,2.0,1.0,1.0,4.0,1.0,train
2011-01-04 02:00:00,1.0,0.0,1.0,1.0,5.74,7.575,63.0,8.9981,0.0,1.0,1.0,1.0,1.0,4.0,2.0,train
2011-01-04 04:00:00,1.0,0.0,1.0,1.0,5.74,9.09,63.0,6.0032,0.0,2.0,2.0,1.0,1.0,4.0,4.0,train
2011-01-04 05:00:00,1.0,0.0,1.0,1.0,4.92,7.575,68.0,7.0015,0.0,4.0,4.0,1.0,1.0,4.0,5.0,train
2011-01-04 06:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,7.0015,0.0,36.0,36.0,1.0,1.0,4.0,6.0,train
2011-01-04 07:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,8.9981,2.0,92.0,94.0,1.0,1.0,4.0,7.0,train
2011-01-04 08:00:00,1.0,0.0,1.0,1.0,5.74,7.575,69.0,11.0014,2.0,177.0,179.0,1.0,1.0,4.0,8.0,train
2011-01-04 09:00:00,1.0,0.0,1.0,1.0,6.56,7.575,64.0,15.0013,2.0,98.0,100.0,1.0,1.0,4.0,9.0,train
2011-01-04 10:00:00,1.0,0.0,1.0,2.0,6.56,6.82,69.0,22.0028,5.0,37.0,42.0,1.0,1.0,4.0,10.0,train
2011-01-04 11:00:00,1.0,0.0,1.0,1.0,9.02,10.605,51.0,19.9995,7.0,50.0,57.0,1.0,1.0,4.0,11.0,train
2011-01-04 12:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,12.0,66.0,78.0,1.0,1.0,4.0,12.0,train
2011-01-04 13:00:00,1.0,0.0,1.0,1.0,9.84,11.365,56.0,12.998,18.0,79.0,97.0,1.0,1.0,4.0,13.0,train
2011-01-04 14:00:00,1.0,0.0,1.0,1.0,10.66,12.88,52.0,15.0013,9.0,54.0,63.0,1.0,1.0,4.0,14.0,train
2011-01-04 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,52.0,16.9979,17.0,48.0,65.0,1.0,1.0,4.0,15.0,train
2011-01-04 16:00:00,1.0,0.0,1.0,1.0,12.3,14.395,49.0,16.9979,15.0,68.0,83.0,1.0,1.0,4.0,16.0,train
2011-01-04 17:00:00,1.0,0.0,1.0,1.0,11.48,13.635,48.0,15.0013,10.0,202.0,212.0,1.0,1.0,4.0,17.0,train
2011-01-04 18:00:00,1.0,0.0,1.0,1.0,10.66,12.88,48.0,12.998,3.0,179.0,182.0,1.0,1.0,4.0,18.0,train
2011-01-04 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,2.0,110.0,112.0,1.0,1.0,4.0,19.0,train
2011-01-04 20:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,1.0,53.0,54.0,1.0,1.0,4.0,20.0,train
2011-01-04 21:00:00,1.0,0.0,1.0,1.0,9.02,13.635,64.0,4.763133348505578,0.0,48.0,48.0,1.0,1.0,4.0,21.0,train
2011-01-04 22:00:00,1.0,0.0,1.0,1.0,9.02,12.88,64.0,6.0032,1.0,34.0,35.0,1.0,1.0,4.0,22.0,train
2011-01-04 23:00:00,1.0,0.0,1.0,1.0,8.2,11.365,69.0,6.0032,2.0,9.0,11.0,1.0,1.0,4.0,23.0,train
2011-01-05 00:00:00,1.0,0.0,1.0,1.0,8.2,12.88,64.0,4.629482081381794,0.0,6.0,6.0,1.0,1.0,5.0,0.0,train
2011-01-05 01:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,6.0,6.0,1.0,1.0,5.0,1.0,train
2011-01-05 02:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,2.0,2.0,1.0,1.0,5.0,2.0,train
2011-01-05 04:00:00,1.0,0.0,1.0,1.0,9.84,11.365,48.0,15.0013,0.0,2.0,2.0,1.0,1.0,5.0,4.0,train
2011-01-05 05:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,0.0,3.0,3.0,1.0,1.0,5.0,5.0,train
2011-01-05 06:00:00,1.0,0.0,1.0,1.0,8.2,9.85,47.0,15.0013,0.0,33.0,33.0,1.0,1.0,5.0,6.0,train
2011-01-05 07:00:00,1.0,0.0,1.0,1.0,7.38,9.09,43.0,12.998,1.0,87.0,88.0,1.0,1.0,5.0,7.0,train
2011-01-05 08:00:00,1.0,0.0,1.0,1.0,8.2,9.09,40.0,19.9995,3.0,192.0,195.0,1.0,1.0,5.0,8.0,train
2011-01-05 09:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,6.0,109.0,115.0,1.0,1.0,5.0,9.0,train
2011-01-05 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,4.0,53.0,57.0,1.0,1.0,5.0,10.0,train
2011-01-05 11:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,12.0,34.0,46.0,1.0,1.0,5.0,11.0,train
2011-01-05 12:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,5.0,74.0,79.0,1.0,1.0,5.0,12.0,train
2011-01-05 13:00:00,1.0,0.0,1.0,1.0,11.48,12.88,30.0,19.9995,6.0,65.0,71.0,1.0,1.0,5.0,13.0,train
2011-01-05 14:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,10.0,52.0,62.0,1.0,1.0,5.0,14.0,train
2011-01-05 15:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,7.0,55.0,62.0,1.0,1.0,5.0,15.0,train
2011-01-05 16:00:00,1.0,0.0,1.0,1.0,12.3,15.91,28.0,6.0032,4.0,85.0,89.0,1.0,1.0,5.0,16.0,train
2011-01-05 17:00:00,1.0,0.0,1.0,1.0,9.84,11.365,38.0,12.998,4.0,186.0,190.0,1.0,1.0,5.0,17.0,train
2011-01-05 18:00:00,1.0,0.0,1.0,1.0,9.84,12.12,38.0,8.9981,3.0,166.0,169.0,1.0,1.0,5.0,18.0,train
2011-01-05 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,38.0,7.0015,5.0,127.0,132.0,1.0,1.0,5.0,19.0,train
2011-01-05 20:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,7.0,82.0,89.0,1.0,1.0,5.0,20.0,train
2011-01-05 21:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,12.998,3.0,40.0,43.0,1.0,1.0,5.0,21.0,train
2011-01-05 22:00:00,1.0,0.0,1.0,1.0,7.38,9.85,55.0,8.9981,1.0,41.0,42.0,1.0,1.0,5.0,22.0,train
2011-01-05 23:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,6.980848266804503,1.0,18.0,19.0,1.0,1.0,5.0,23.0,train
2011-01-06 00:00:00,1.0,0.0,1.0,1.0,7.38,12.12,55.0,6.373113140939919,0.0,11.0,11.0,1.0,1.0,6.0,0.0,train
2011-01-06 01:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,7.104620761480255,0.0,4.0,4.0,1.0,1.0,6.0,1.0,train
2011-01-06 02:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,5.734718141731486,0.0,2.0,2.0,1.0,1.0,6.0,2.0,train
2011-01-06 04:00:00,1.0,0.0,1.0,2.0,6.56,9.85,64.0,6.0032,0.0,1.0,1.0,1.0,1.0,6.0,4.0,train
2011-01-06 05:00:00,1.0,0.0,1.0,2.0,5.74,9.09,69.0,6.0032,0.0,4.0,4.0,1.0,1.0,6.0,5.0,train
2011-01-06 06:00:00,1.0,0.0,1.0,2.0,5.74,8.335,63.0,7.0015,0.0,36.0,36.0,1.0,1.0,6.0,6.0,train
2011-01-06 07:00:00,1.0,0.0,1.0,2.0,6.56,11.365,59.0,6.520910138215489,0.0,95.0,95.0,1.0,1.0,6.0,7.0,train
2011-01-06 08:00:00,1.0,0.0,1.0,1.0,6.56,11.365,59.0,6.377375017399649,3.0,216.0,219.0,1.0,1.0,6.0,8.0,train
2011-01-06 09:00:00,1.0,0.0,1.0,2.0,7.38,12.12,51.0,6.054644505868221,6.0,116.0,122.0,1.0,1.0,6.0,9.0,train
2011-01-06 10:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,6.2705114600092555,3.0,42.0,45.0,1.0,1.0,6.0,10.0,train
2011-01-06 11:00:00,1.0,0.0,1.0,1.0,9.02,12.88,44.0,6.0032,2.0,57.0,59.0,1.0,1.0,6.0,11.0,train
2011-01-06 12:00:00,1.0,0.0,1.0,1.0,10.66,14.395,35.0,6.366807969525301,6.0,78.0,84.0,1.0,1.0,6.0,12.0,train
2011-01-06 13:00:00,1.0,0.0,1.0,1.0,10.66,13.635,35.0,7.0015,12.0,55.0,67.0,1.0,1.0,6.0,13.0,train
2011-01-06 14:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,11.0014,11.0,59.0,70.0,1.0,1.0,6.0,14.0,train
2011-01-06 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,11.121444791892667,8.0,54.0,62.0,1.0,1.0,6.0,15.0,train
2011-01-06 16:00:00,1.0,0.0,1.0,1.0,10.66,12.88,38.0,11.0014,12.0,74.0,86.0,1.0,1.0,6.0,16.0,train
2011-01-06 17:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,9.0,163.0,172.0,1.0,1.0,6.0,17.0,train
2011-01-06 18:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,8.9981,5.0,158.0,163.0,1.0,1.0,6.0,18.0,train
2011-01-06 19:00:00,1.0,0.0,1.0,1.0,9.02,12.88,55.0,6.0032,3.0,109.0,112.0,1.0,1.0,6.0,19.0,train
2011-01-06 20:00:00,1.0,0.0,1.0,1.0,8.2,10.605,51.0,11.0014,3.0,66.0,69.0,1.0,1.0,6.0,20.0,train
2011-01-06 21:00:00,1.0,0.0,1.0,2.0,9.02,10.605,55.0,15.0013,0.0,48.0,48.0,1.0,1.0,6.0,21.0,train
2011-01-06 22:00:00,1.0,0.0,1.0,2.0,9.02,10.605,51.0,19.0012,1.0,51.0,52.0,1.0,1.0,6.0,22.0,train
2011-01-06 23:00:00,1.0,0.0,1.0,2.0,8.2,9.85,59.0,12.998,4.0,19.0,23.0,1.0,1.0,6.0,23.0,train
2011-01-07 00:00:00,1.0,0.0,1.0,2.0,8.2,9.85,64.0,12.998,4.0,13.0,17.0,1.0,1.0,7.0,0.0,train
2011-01-07 01:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,2.0,5.0,7.0,1.0,1.0,7.0,1.0,train
2011-01-07 02:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,0.0,1.0,1.0,1.0,1.0,7.0,2.0,train
2011-01-07 04:00:00,1.0,0.0,1.0,2.0,8.2,10.605,69.0,8.9981,0.0,1.0,1.0,1.0,1.0,7.0,4.0,train
2011-01-07 05:00:00,1.0,0.0,1.0,3.0,9.02,13.635,55.0,5.5748377642275875,0.0,5.0,5.0,1.0,1.0,7.0,5.0,train
2011-01-07 06:00:00,1.0,0.0,1.0,2.0,8.2,12.88,69.0,5.923556394893298,8.0,26.0,34.0,1.0,1.0,7.0,6.0,train
2011-01-07 07:00:00,1.0,0.0,1.0,1.0,8.2,10.605,69.0,8.9981,8.0,76.0,84.0,1.0,1.0,7.0,7.0,train
2011-01-07 08:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,16.9979,20.0,190.0,210.0,1.0,1.0,7.0,8.0,train
2011-01-07 09:00:00,1.0,0.0,1.0,1.0,8.2,9.09,47.0,19.9995,9.0,125.0,134.0,1.0,1.0,7.0,9.0,train
2011-01-07 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,16.0,47.0,63.0,1.0,1.0,7.0,10.0,train
2011-01-07 11:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,15.0013,19.0,48.0,67.0,1.0,1.0,7.0,11.0,train
2011-01-07 12:00:00,1.0,0.0,1.0,2.0,8.2,9.85,37.0,16.9979,9.0,50.0,59.0,1.0,1.0,7.0,12.0,train
2011-01-07 13:00:00,1.0,0.0,1.0,2.0,8.2,9.09,37.0,19.0012,9.0,64.0,73.0,1.0,1.0,7.0,13.0,train
2011-01-07 14:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,16.9979,7.0,43.0,50.0,1.0,1.0,7.0,14.0,train
2011-01-07 15:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,9.0,63.0,72.0,1.0,1.0,7.0,15.0,train
2011-01-07 16:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,5.0,82.0,87.0,1.0,1.0,7.0,16.0,train
2011-01-07 17:00:00,1.0,0.0,1.0,2.0,8.2,12.88,37.0,7.178638015052785,9.0,178.0,187.0,1.0,1.0,7.0,17.0,train
2011-01-07 18:00:00,1.0,0.0,1.0,1.0,8.2,11.365,40.0,6.0032,7.0,116.0,123.0,1.0,1.0,7.0,18.0,train
2011-01-07 19:00:00,1.0,0.0,1.0,1.0,6.56,9.85,55.0,6.0032,3.0,92.0,95.0,1.0,1.0,7.0,19.0,train
2011-01-07 20:00:00,1.0,0.0,1.0,1.0,7.38,10.605,47.0,7.0015,1.0,50.0,51.0,1.0,1.0,7.0,20.0,train
2011-01-07 21:00:00,1.0,0.0,1.0,1.0,7.38,9.85,47.0,8.9981,0.0,39.0,39.0,1.0,1.0,7.0,21.0,train
2011-01-07 22:00:00,1.0,0.0,1.0,2.0,7.38,9.85,43.0,11.0014,2.0,34.0,36.0,1.0,1.0,7.0,22.0,train
2011-01-07 23:00:00,1.0,0.0,1.0,2.0,7.38,9.85,51.0,11.0014,1.0,14.0,15.0,1.0,1.0,7.0,23.0,train
2011-01-08 00:00:00,1.0,0.0,0.0,2.0,7.38,9.85,51.0,11.0014,1.0,24.0,25.0,1.0,1.0,8.0,0.0,train
2011-01-08 01:00:00,1.0,0.0,0.0,2.0,7.38,10.605,55.0,6.0032,1.0,15.0,16.0,1.0,1.0,8.0,1.0,train
2011-01-08 02:00:00,1.0,0.0,0.0,2.0,7.38,12.12,55.0,7.919913912093773,3.0,13.0,16.0,1.0,1.0,8.0,2.0,train
2011-01-08 03:00:00,1.0,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,7.0,7.0,1.0,1.0,8.0,3.0,train
2011-01-08 04:00:00,1.0,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,1.0,1.0,1.0,1.0,8.0,4.0,train
2011-01-08 05:00:00,1.0,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,5.0,5.0,1.0,1.0,8.0,5.0,train
2011-01-08 06:00:00,1.0,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,2.0,2.0,1.0,1.0,8.0,6.0,train
2011-01-08 07:00:00,1.0,0.0,0.0,2.0,6.56,9.09,74.0,7.0015,1.0,8.0,9.0,1.0,1.0,8.0,7.0,train
2011-01-08 08:00:00,1.0,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,15.0,15.0,1.0,1.0,8.0,8.0,train
2011-01-08 09:00:00,1.0,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,20.0,20.0,1.0,1.0,8.0,9.0,train
2011-01-08 10:00:00,1.0,0.0,0.0,2.0,7.38,9.85,80.0,11.0014,5.0,56.0,61.0,1.0,1.0,8.0,10.0,train
2011-01-08 11:00:00,1.0,0.0,0.0,2.0,8.2,9.09,69.0,26.0027,2.0,60.0,62.0,1.0,1.0,8.0,11.0,train
2011-01-08 12:00:00,1.0,0.0,0.0,2.0,8.2,9.09,59.0,23.9994,8.0,90.0,98.0,1.0,1.0,8.0,12.0,train
2011-01-08 13:00:00,1.0,0.0,0.0,1.0,8.2,9.09,44.0,22.0028,7.0,95.0,102.0,1.0,1.0,8.0,13.0,train
2011-01-08 14:00:00,1.0,0.0,0.0,1.0,8.2,8.335,32.0,32.9975,12.0,83.0,95.0,1.0,1.0,8.0,14.0,train
2011-01-08 15:00:00,1.0,0.0,0.0,1.0,8.2,8.335,32.0,30.0026,5.0,69.0,74.0,1.0,1.0,8.0,15.0,train
2011-01-08 16:00:00,1.0,0.0,0.0,1.0,7.38,6.82,29.0,30.0026,8.0,68.0,76.0,1.0,1.0,8.0,16.0,train
2011-01-08 17:00:00,1.0,0.0,0.0,1.0,6.56,6.06,37.0,36.9974,5.0,64.0,69.0,1.0,1.0,8.0,17.0,train
2011-01-08 18:00:00,1.0,0.0,0.0,1.0,5.74,6.06,39.0,19.9995,3.0,52.0,55.0,1.0,1.0,8.0,18.0,train
2011-01-08 19:00:00,1.0,0.0,0.0,1.0,5.74,6.06,36.0,16.9979,4.0,26.0,30.0,1.0,1.0,8.0,19.0,train
